domain_token_count,tld,urlLen,domainlength,fileNameLen,pathurlRatio,NumberofDotsinURL,Query_DigitCount,LongestPathTokenLength,delimeter_Domain,delimeter_path,SymbolCount_Domain,Entropy_Domain,class
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.77176,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76870,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.76379,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.76379,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.76379,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76367,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76367,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76367,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76367,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76367,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76367,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,61.00000,45.00000,2.00000,0.14754,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,61.00000,45.00000,2.00000,0.14754,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.76061,phishing
8.00000,8.00000,61.00000,45.00000,2.00000,0.14754,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75756,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75592,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75592,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75592,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75592,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75592,phishing
8.00000,8.00000,58.00000,46.00000,2.00000,0.08621,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.75592,phishing
8.00000,8.00000,59.00000,41.00000,5.00000,0.18644,8.00000,-1.00000,5.00000,1.00000,1.00000,7.00000,0.75111,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.74946,phishing
8.00000,8.00000,59.00000,45.00000,2.00000,0.11864,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.74946,phishing
8.00000,8.00000,53.00000,45.00000,2.00000,0.01887,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.74946,phishing
8.00000,8.00000,63.00000,45.00000,2.00000,0.17460,7.00000,-1.00000,5.00000,0.00000,0.00000,7.00000,0.74748,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.74315,phishing
8.00000,8.00000,62.00000,46.00000,2.00000,0.14516,7.00000,-1.00000,3.00000,0.00000,0.00000,7.00000,0.74315,phishing
8.00000,8.00000,62.00000,54.00000,2.00000,0.01613,7.00000,-1.00000,0.00000,0.00000,0.00000,7.00000,0.71750,phishing
8.00000,8.00000,111.00000,94.00000,2.00000,0.09009,7.00000,-1.00000,8.00000,0.00000,0.00000,7.00000,0.71572,phishing
8.00000,8.00000,112.00000,104.00000,2.00000,0.00893,7.00000,-1.00000,0.00000,2.00000,0.00000,7.00000,0.71137,phishing
8.00000,8.00000,64.00000,48.00000,3.00000,0.14063,8.00000,-1.00000,4.00000,0.00000,1.00000,7.00000,0.70784,phishing
8.00000,8.00000,124.00000,107.00000,2.00000,0.08065,7.00000,-1.00000,8.00000,0.00000,0.00000,7.00000,0.70695,phishing
8.00000,8.00000,135.00000,118.00000,2.00000,0.07407,7.00000,-1.00000,8.00000,0.00000,0.00000,7.00000,0.69232,phishing
8.00000,8.00000,127.00000,103.00000,12.00000,0.13386,8.00000,-1.00000,12.00000,1.00000,2.00000,7.00000,0.68543,phishing
8.00000,8.00000,118.00000,110.00000,2.00000,0.00848,7.00000,-1.00000,0.00000,1.00000,0.00000,7.00000,0.66800,phishing
8.00000,8.00000,117.00000,110.00000,2.00000,0.00000,7.00000,-1.00000,0.00000,1.00000,0.00000,7.00000,0.66800,phishing
8.00000,8.00000,168.00000,107.00000,5.00000,0.32143,8.00000,-1.00000,32.00000,0.00000,1.00000,7.00000,0.66509,phishing
8.00000,8.00000,158.00000,107.00000,2.00000,0.27848,7.00000,-1.00000,32.00000,0.00000,0.00000,7.00000,0.66509,phishing
7.00000,7.00000,51.00000,33.00000,5.00000,0.21569,7.00000,-1.00000,5.00000,1.00000,1.00000,6.00000,0.75653,phishing
7.00000,7.00000,83.00000,64.00000,7.00000,0.14458,7.00000,-1.00000,7.00000,1.00000,1.00000,6.00000,0.75586,phishing
7.00000,7.00000,84.00000,39.00000,2.00000,0.45238,7.00000,-1.00000,13.00000,0.00000,1.00000,6.00000,0.75249,phishing
7.00000,7.00000,83.00000,39.00000,2.00000,0.44578,6.00000,-1.00000,22.00000,0.00000,3.00000,6.00000,0.75249,phishing
7.00000,7.00000,83.00000,39.00000,2.00000,0.44578,6.00000,-1.00000,22.00000,0.00000,3.00000,6.00000,0.75249,phishing
7.00000,7.00000,81.00000,65.00000,2.00000,0.11111,6.00000,-1.00000,7.00000,3.00000,0.00000,6.00000,0.75055,phishing
7.00000,7.00000,45.00000,37.00000,2.00000,0.02222,6.00000,-1.00000,0.00000,1.00000,0.00000,6.00000,0.74823,phishing
7.00000,7.00000,57.00000,43.00000,2.00000,0.12281,6.00000,-1.00000,6.00000,0.00000,0.00000,6.00000,0.74382,phishing
7.00000,7.00000,70.00000,45.00000,2.00000,0.25714,6.00000,1.00000,12.00000,0.00000,0.00000,6.00000,0.71421,phishing
7.00000,7.00000,69.00000,45.00000,2.00000,0.24638,6.00000,1.00000,12.00000,0.00000,0.00000,6.00000,0.71421,phishing
7.00000,7.00000,62.00000,45.00000,2.00000,0.16129,6.00000,0.00000,5.00000,0.00000,0.00000,6.00000,0.71421,phishing
7.00000,7.00000,57.00000,45.00000,2.00000,0.08772,6.00000,-1.00000,3.00000,0.00000,0.00000,6.00000,0.71421,phishing
7.00000,7.00000,203.00000,41.00000,2.00000,0.76355,6.00000,0.00000,121.00000,0.00000,0.00000,6.00000,0.71322,phishing
7.00000,7.00000,203.00000,41.00000,2.00000,0.76355,6.00000,0.00000,121.00000,0.00000,0.00000,6.00000,0.71322,phishing
7.00000,7.00000,203.00000,41.00000,2.00000,0.76355,6.00000,0.00000,121.00000,0.00000,0.00000,6.00000,0.71322,phishing
7.00000,7.00000,85.00000,41.00000,2.00000,0.43529,6.00000,-1.00000,32.00000,0.00000,0.00000,6.00000,0.71322,phishing
7.00000,7.00000,82.00000,41.00000,2.00000,0.41463,6.00000,-1.00000,32.00000,0.00000,0.00000,6.00000,0.71322,phishing
7.00000,7.00000,49.00000,41.00000,2.00000,0.02041,6.00000,-1.00000,0.00000,0.00000,0.00000,6.00000,0.71322,phishing
7.00000,7.00000,78.00000,45.00000,2.00000,0.33333,6.00000,1.00000,19.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,78.00000,45.00000,2.00000,0.33333,6.00000,1.00000,19.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,75.00000,45.00000,2.00000,0.30667,6.00000,1.00000,16.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,75.00000,45.00000,2.00000,0.30667,6.00000,1.00000,16.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,74.00000,45.00000,2.00000,0.29730,6.00000,1.00000,16.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,74.00000,45.00000,2.00000,0.29730,6.00000,1.00000,15.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,70.00000,45.00000,2.00000,0.25714,6.00000,0.00000,11.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,70.00000,45.00000,2.00000,0.25714,6.00000,0.00000,12.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,70.00000,45.00000,2.00000,0.25714,6.00000,1.00000,11.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,70.00000,45.00000,2.00000,0.25714,6.00000,1.00000,11.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,69.00000,45.00000,2.00000,0.24638,6.00000,1.00000,11.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,67.00000,45.00000,2.00000,0.22388,6.00000,1.00000,8.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,65.00000,45.00000,2.00000,0.20000,6.00000,0.00000,8.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,64.00000,45.00000,2.00000,0.18750,6.00000,0.00000,5.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,62.00000,45.00000,2.00000,0.16129,6.00000,0.00000,5.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,61.00000,45.00000,2.00000,0.14754,6.00000,0.00000,8.00000,0.00000,0.00000,6.00000,0.71075,phishing
7.00000,7.00000,106.00000,75.00000,4.00000,0.22642,9.00000,-1.00000,6.00000,0.00000,3.00000,6.00000,0.70379,phishing
7.00000,7.00000,160.00000,75.00000,2.00000,0.48750,9.00000,10.00000,57.00000,0.00000,3.00000,6.00000,0.70182,phishing
7.00000,7.00000,106.00000,75.00000,4.00000,0.22642,9.00000,-1.00000,6.00000,0.00000,3.00000,6.00000,0.70029,phishing
7.00000,7.00000,255.00000,128.00000,2.00000,0.47059,7.00000,67.00000,103.00000,0.00000,1.00000,6.00000,0.69799,phishing
7.00000,7.00000,156.00000,128.00000,7.00000,0.13462,7.00000,-1.00000,7.00000,0.00000,1.00000,6.00000,0.69799,phishing
7.00000,7.00000,160.00000,75.00000,2.00000,0.48750,9.00000,10.00000,57.00000,0.00000,3.00000,6.00000,0.69326,phishing
7.00000,7.00000,85.00000,77.00000,2.00000,0.01177,6.00000,-1.00000,0.00000,3.00000,0.00000,6.00000,0.67318,phishing
7.00000,7.00000,85.00000,77.00000,2.00000,0.01177,6.00000,-1.00000,0.00000,3.00000,0.00000,6.00000,0.66954,phishing
7.00000,7.00000,95.00000,72.00000,2.00000,0.16842,6.00000,-1.00000,7.00000,0.00000,0.00000,6.00000,0.64064,phishing
7.00000,7.00000,87.00000,72.00000,2.00000,0.09195,6.00000,-1.00000,6.00000,0.00000,0.00000,6.00000,0.64064,phishing
7.00000,7.00000,80.00000,72.00000,2.00000,0.01250,6.00000,-1.00000,0.00000,0.00000,0.00000,6.00000,0.64064,phishing
6.00000,6.00000,62.00000,28.00000,5.00000,0.43548,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.85432,phishing
6.00000,6.00000,62.00000,28.00000,5.00000,0.43548,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83946,phishing
6.00000,6.00000,62.00000,28.00000,5.00000,0.43548,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83946,phishing
6.00000,6.00000,62.00000,28.00000,5.00000,0.43548,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83385,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83168,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83168,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83168,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83168,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83168,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.83168,phishing
6.00000,6.00000,44.00000,26.00000,5.00000,0.25000,6.00000,-1.00000,5.00000,1.00000,1.00000,5.00000,0.81700,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81610,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81610,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81610,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81610,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81610,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81610,phishing
6.00000,6.00000,81.00000,58.00000,6.00000,0.19753,6.00000,-1.00000,6.00000,0.00000,1.00000,5.00000,0.81489,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81022,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.81022,phishing
6.00000,6.00000,59.00000,28.00000,18.00000,0.40678,6.00000,-1.00000,18.00000,0.00000,3.00000,5.00000,0.80974,phishing
6.00000,6.00000,81.00000,58.00000,6.00000,0.19753,6.00000,-1.00000,6.00000,0.00000,1.00000,5.00000,0.80138,phishing
6.00000,6.00000,81.00000,44.00000,6.00000,0.37037,7.00000,-1.00000,9.00000,1.00000,2.00000,5.00000,0.79756,phishing
6.00000,6.00000,81.00000,58.00000,6.00000,0.19753,6.00000,-1.00000,6.00000,0.00000,1.00000,5.00000,0.79579,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.79464,phishing
6.00000,6.00000,61.00000,27.00000,5.00000,0.44262,6.00000,-1.00000,7.00000,0.00000,1.00000,5.00000,0.79464,phishing
6.00000,6.00000,89.00000,44.00000,6.00000,0.42697,7.00000,-1.00000,15.00000,1.00000,3.00000,5.00000,0.79442,phishing
6.00000,6.00000,89.00000,44.00000,6.00000,0.42697,7.00000,-1.00000,15.00000,1.00000,3.00000,5.00000,0.78923,phishing
6.00000,6.00000,81.00000,44.00000,6.00000,0.37037,7.00000,-1.00000,9.00000,1.00000,2.00000,5.00000,0.78923,phishing
