domain_token_count,avgpathtokenlen,tld,ArgUrlRatio,NumberofDotsinURL,Arguments_LongestWordLength,spcharUrl,delimeter_Domain,delimeter_path,NumberRate_DirectoryName,SymbolCount_Domain,Entropy_Domain,class
2,2.5,2,0.447761,1,21,3,0,4,0,1,0.850608,benign
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.748252,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.75,6,20,2,0,7,0,3,0.783307,Defacement
4,2.666667,4,0.731034,6,20,2,0,7,0,3,0.780302,Defacement
4,2.666667,4,0.731034,6,20,2,0,7,0,3,0.780302,Defacement
4,2.666667,4,0.736487,6,20,2,0,8,0,3,0.780302,Defacement
4,2.666667,4,0.729167,6,20,2,0,7,0,3,0.780302,Defacement
4,2.666667,4,0.729167,6,20,2,0,7,0,3,0.780302,Defacement
4,2.666667,4,0.729167,6,20,2,0,7,0,3,0.780302,Defacement
4,2.666667,4,0.736487,6,20,2,0,8,0,3,0.780302,Defacement
4,2.666667,4,0.731034,6,20,2,0,7,0,3,0.780302,Defacement
4,2.666667,4,0.736487,6,20,2,0,8,0,3,0.780302,Defacement
4,2.666667,4,0.729167,6,20,2,0,7,0,3,0.780302,Defacement
3,2.666667,3,0.748252,5,20,2,0,7,0,2,0.840125,Defacement
3,2.666667,3,0.748252,5,20,2,0,7,0,2,0.840125,Defacement
3,2.666667,3,0.748252,5,20,2,0,7,0,2,0.840125,Defacement
3,2.666667,3,0.748252,5,20,2,0,7,0,2,0.840125,Defacement
3,2.75,3,0.56701,3,20,3,0,3,0,2,0.820569,Defacement
2,3.583333,2,0.25,1,20,3,0,11,0.145455,1,0.931745,benign
2,4.642857,2,0.19685,1,20,3,0,13,-1,1,0.931745,benign
2,4,2,0.262626,1,20,3,0,9,-1,1,0.931745,benign
2,4.615385,2,0.213115,1,20,3,0,12,-1,1,0.931745,benign
2,4.4,2,0.2,1,20,3,0,14,0.098765,1,0.931745,benign
2,5,2,0.195489,1,20,3,0,13,-1,1,0.931745,benign
2,4.307693,2,0.220339,1,20,3,0,12,-1,1,0.931745,benign
2,3,2,0.571429,2,20,3,0,2,0,1,0.859582,benign
2,3.333333,2,0.582279,2,20,2,0,2,0,1,0.842981,benign
2,4,2,0.5,3,20,4,0,2,0,1,0.8337,benign
4,2.666667,4,0.45,4,19,2,0,2,0,3,0.84036,Defacement
3,2.666667,3,0.604396,3,19,2,0,2,0,2,0.856714,Defacement
3,2.666667,3,0.574468,3,19,2,1,2,0,2,0.788447,Defacement
2,6.2,2,0.409639,2,19,4,0,2,0,1,1,benign
2,3,2,0.617391,1,19,3,0,9,0,1,0.958425,benign
2,2.857143,2,0.601695,1,19,3,0,10,0,1,0.958425,benign
2,5.076923,2,0.194915,2,19,6,0,8,0.206897,1,0.929897,benign
2,2.5,2,0.430769,1,19,3,0,3,0,1,0.850608,benign
3,2.5,3,0.480769,2,18,3,1,2,0,2,0.860529,benign
2,7.75,2,0.320988,2,18,3,0,2,0,1,0.958425,benign
2,4.333334,2,0.415094,1,18,3,0,1,0,1,0.916667,benign
2,4.333334,2,0.415094,1,18,3,0,1,0,1,0.916667,benign
2,3.666667,2,0.431373,1,18,3,0,1,0,1,0.916667,benign
4,2.666667,4,0.492958,4,17,2,0,2,0,3,0.846656,Defacement
4,2.666667,4,0.614679,4,17,2,0,2,0,3,0.77263,Defacement
3,4,3,0.285714,4,17,2,0,5,0,2,0.883359,Defacement
3,2.666667,3,0.571429,3,17,2,1,2,0,2,0.856714,Defacement
3,2.666667,3,0.536585,3,17,2,0,2,0,2,0.797431,Defacement
3,2.666667,3,0.616279,3,17,2,0,2,0,2,0.782352,Defacement
3,2.666667,3,0.582418,3,17,2,0,2,0,2,0.745484,Defacement
3,2.666667,3,0.616162,3,17,2,0,3,0,2,0.745484,Defacement
3,2.666667,3,0.616162,3,17,2,0,3,0,2,0.745484,Defacement
3,2.666667,3,0.616162,3,17,2,0,3,0,2,0.745484,Defacement
2,6,2,0.311688,2,17,4,0,2,0,1,1,benign
2,3.166667,2,0.605263,1,17,3,0,8,0,1,0.958425,benign
2,3.166667,2,0.605263,1,17,3,0,8,0,1,0.958425,benign
2,4.75,2,0.235955,1,17,3,0,5,0.833333,1,0.850608,benign
4,2.666667,4,0.526882,4,16,2,0,2,0,3,0.84036,Defacement
4,6.5,4,0.370968,3,16,2,0,0,0,3,0.83436,Defacement
4,2.666667,4,0.606061,4,16,2,0,2,0,3,0.831852,Defacement
4,2.666667,4,0.597938,4,16,2,0,2,0,3,0.831852,Defacement
4,2.666667,4,0.656566,4,16,2,0,2,0,3,0.777115,Defacement
4,2.666667,4,0.548387,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,3,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.56701,4,16,2,0,3,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
4,2.666667,4,0.557895,4,16,2,0,2,0,3,0.77263,Defacement
3,4.142857,3,0.609272,3,16,7,0,3,0.041667,2,0.831955,benign
3,2.666667,3,0.58427,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.569767,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.710938,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.721805,3,16,2,0,3,-1,2,0.807835,Defacement
3,2.666667,3,0.710938,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.710938,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.721805,3,16,2,0,3,-1,2,0.807835,Defacement
3,2.666667,3,0.710938,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.710938,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.710938,3,16,2,0,2,0,2,0.807835,Defacement
3,2.666667,3,0.56044,3,16,2,1,2,0,2,0.788447,Defacement
3,3.5,3,0.566667,3,16,3,0,2,0,2,0.784069,Defacement
3,2.666667,3,0.538462,3,16,2,1,2,0,2,0.720509,Defacement
3,2.666667,3,0.634783,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.641026,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.647059,3,16,2,1,4,0,2,0.720509,Defacement
3,2.666667,3,0.652893,3,16,2,1,4,0,2,0.720509,Defacement
3,2.666667,3,0.641026,3,16,2,1,4,0,2,0.720509,Defacement
3,2.666667,3,0.746988,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.742331,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.742331,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.742331,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.742331,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.742331,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.742331,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,7,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.745455,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.745455,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.674419,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.674419,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.674419,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.674419,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.676923,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.676923,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.676923,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.676923,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.75,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.748503,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.748503,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.748503,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.748503,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.748503,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.746988,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.743902,3,16,2,1,8,-1,2,0.720509,Defacement
3,2.666667,3,0.679389,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.679389,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.679389,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.679389,3,16,2,1,4,-1,2,0.720509,Defacement
3,2.666667,3,0.769231,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.769231,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.769231,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.769231,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.769231,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.770492,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.770492,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.770492,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.771739,3,16,2,1,10,-1,2,0.720509,Defacement
3,2.666667,3,0.766667,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.766667,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.766667,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.767956,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.767956,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.767956,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.767956,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.767956,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.767956,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.761364,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.761364,3,16,2,1,9,-1,2,0.720509,Defacement
3,2.666667,3,0.684211,3,16,2,1,4,0,2,0.720509,Defacement
3,2.666667,3,0.684211,3,16,2,1,4,0,2,0.720509,Defacement
3,2.666667,3,0.684211,3,16,2,1,4,0,2,0.720509,Defacement
2,3.6,2,0.365079,2,16,3,0,2,0,1,1,benign
2,2.666667,2,0.6,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.673469,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.666667,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.663158,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.652174,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.695238,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.755725,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.77931,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.771429,2,16,2,0,5,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.640449,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.768116,2,16,2,0,4,0,1,0.962479,Defacement
2,2.666667,2,0.769784,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.776224,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.762963,2,16,2,0,4,0,1,0.962479,Defacement
2,2.666667,2,0.759399,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.753846,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.75,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.703704,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.706422,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.706422,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.663158,2,16,2,0,3,0,1,0.962479,Defacement
2,2.666667,2,0.670103,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.748032,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.623529,2,16,2,0,2,0,1,0.962479,Defacement
2,2.666667,2,0.766423,2,16,2,0,3,0,1,0.962479,Defacement
2,4.588235,2,0.169118,1,16,3,0,15,0,1,0.856864,benign
2,5.125,2,0.255556,1,16,3,0,6,0,1,0.856864,benign
2,4,2,0.267442,1,16,3,0,7,0,1,0.856864,benign
2,4.666667,2,0.211009,1,16,3,0,10,0,1,0.856864,benign
2,4.416667,2,0.216981,1,16,3,0,10,0,1,0.856864,benign
2,?,2,0.614035,2,16,3,0,2,0.090909,1,0.842981,benign
4,2.666667,4,0.590909,4,15,2,0,2,0,3,0.783307,Defacement
4,2.666667,4,0.463768,4,15,2,0,2,0,3,0.783055,Defacement
4,2.666667,4,0.593407,4,15,2,0,2,0,3,0.783055,Defacement
3,2.666667,3,0.584416,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.627907,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.627907,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.627907,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.584416,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.68932,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.68932,3,15,2,0,2,0,2,0.798231,Defacement
3,2.666667,3,0.68932,3,15,2,0,2,0,2,0.798231,Defacement
3,2.75,3,0.44,3,15,3,0,3,0,2,0.783026,Defacement
3,2.666667,3,0.535714,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.585106,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.571429,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.535714,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.648649,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.648649,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.648649,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.648649,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.645455,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.580645,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.571429,3,15,2,1,2,0,2,0.774987,Defacement
3,2.666667,3,0.566038,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.410256,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.566038,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.566038,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.61017,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.61017,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.61017,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.566038,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.570093,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.585586,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.494506,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.525773,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.561905,3,15,2,1,2,0,2,0.729534,Defacement
3,2.666667,3,0.530612,3,15,2,1,2,0,2,0.729534,Defacement
2,6,2,0.293333,2,15,4,0,2,0,1,1,benign
2,4,2,0.31746,1,15,4,0,2,0,1,0.931745,benign
2,4.2,2,0.42029,2,15,2,0,5,0,1,0.898227,benign
2,4.2,2,0.466667,2,15,2,0,5,0,1,0.898227,benign
2,4.2,2,0.42029,2,15,2,0,5,0,1,0.898227,benign
2,4.2,2,0.42029,2,15,2,0,5,0,1,0.898227,benign
